id,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree
2929,1,True,0,0,0,0,0,0.0,4.0,False
2930,0,False,0,0,0,0,10,1.0,109.0,True
2931,1,False,1,0,0,0,0,3.0,1.0,False
2932,1,False,1,0,0,0,2,0.0,1.0,False
2933,0,False,0,0,0,0,8,0.0,0.0,False
2934,1,False,0,0,0,0,1,23.0,1.0,False
2935,1,True,1,0,0,0,0,3.0,1.0,True
2936,1,False,0,0,1,0,1,1.0,8.0,False
2937,1,True,0,0,0,0,0,0.0,1.0,False
2938,1,False,0,0,0,0,1,2.0,2.0,False
2939,1,False,0,0,0,0,6,1.0,310.0,True
2943,1,True,1,0,0,0,0,7.0,3.0,False
2946,1,True,0,0,0,0,1,1.0,1.0,False
2951,1,False,0,0,0,0,0,1.0,7.0,False
2952,1,False,0,0,0,0,0,1.0,1.0,False
2954,1,True,0,0,0,0,0,1.0,1.0,False
2955,1,False,0,0,0,0,1,0.0,2.0,True
2956,1,True,1,0,0,0,9,0.0,4.0,True
2959,1,False,0,0,0,0,2,0.0,0.0,True
2961,1,False,1,0,0,0,0,0.0,1.0,False
2962,1,False,1,0,0,0,1,1.0,1.0,True
2963,1,True,1,0,0,0,0,1.0,28.0,False
2964,1,True,0,0,0,0,1,1.0,37.0,False
2965,1,False,0,0,0,0,3,1.0,1.0,True
2968,1,False,1,0,0,0,4,1.0,1.0,True
2969,1,True,1,0,0,0,3,0.0,1.0,True
2970,1,False,1,0,0,0,0,1.0,1.0,False
2972,1,False,1,0,0,0,0,1.0,2.0,False
2974,1,False,1,0,0,0,8,1.0,100.0,False
2976,1,False,1,0,0,0,5,1.0,1.0,True
2979,0,False,1,0,0,0,9,28.0,25.0,False
2982,0,False,1,0,0,0,5,1.0,243.0,False
2983,1,True,0,0,0,0,0,1.0,1.0,False
2984,1,False,1,0,0,0,5,1.0,0.0,True
2985,1,True,1,0,0,0,0,1.0,1.0,False
2988,1,True,1,0,0,0,2,11.0,2.0,False
2990,1,True,1,0,0,0,0,1.0,1.0,True
2991,1,False,1,0,0,0,4,2.0,1.0,False
2992,1,False,1,0,0,0,0,0.0,0.0,False
2993,0,False,0,2,0,0,2,21.0,21.0,False
2996,1,False,0,0,0,0,0,1.0,29.0,False
2997,0,False,1,0,0,0,21,1.0,64.0,False
2998,1,False,0,0,0,0,0,0.0,0.0,True
3003,1,False,1,0,0,0,1,0.0,1.0,False
3004,0,False,0,0,0,0,8,1.0,14.0,False
3005,1,False,0,0,0,0,1,1.0,8.0,False
3010,1,True,1,0,0,0,0,0.0,0.0,True
3014,1,False,0,0,0,1,1,0.0,1.0,False
3015,1,True,1,0,0,0,1,1.0,1.0,True
3019,1,True,1,0,0,0,0,0.0,14.0,True
3020,0,False,1,0,0,0,2,1.0,1.0,False
3021,0,False,1,0,1,0,11,1.0,15.0,False
3022,1,False,1,0,0,0,4,1.0,30.0,True
3023,0,False,0,0,1,0,14,1.0,2.0,False
3025,1,False,1,0,0,0,2,1.0,1.0,False
3027,1,False,1,0,0,0,5,1.0,202.0,False
3029,0,False,1,0,0,0,0,0.0,34.0,False
3031,0,True,0,0,0,0,7,1.0,1.0,False
3032,1,False,1,0,0,1,8,1.0,4.0,False
3033,1,False,1,0,0,0,5,1.0,3.0,False
3034,1,False,1,0,0,0,1,1.0,2.0,True
3035,1,True,0,0,0,0,4,1.0,183.0,False
3036,1,False,1,0,0,0,0,1.0,1.0,True
3037,1,False,0,0,0,0,1,1.0,1.0,False
3039,1,True,1,0,0,0,1,1.0,49.0,False
3040,1,False,1,0,0,0,1,22.0,3.0,False
3041,1,True,1,0,0,0,0,1.0,3.0,True
3042,1,False,1,0,0,0,4,1.0,1.0,True
3046,1,False,0,0,0,1,4,1.0,1.0,False
3051,1,False,1,0,0,0,0,1.0,1.0,True
3053,1,False,1,0,0,0,2,1.0,2.0,True
3055,1,False,1,0,0,0,5,13.0,12.0,False
3056,1,False,0,0,0,0,0,0.0,1.0,False
3057,1,False,0,0,0,0,4,1.0,1.0,False
3058,1,False,0,0,0,0,0,0.0,0.0,True
3064,1,True,1,0,0,0,1,1.0,3.0,True
3066,1,False,0,0,0,0,1,10.0,1.0,False
3067,0,False,0,0,1,0,13,1.0,0.0,True
3068,1,False,1,0,0,0,9,1.0,1.0,False
3069,1,True,1,0,0,1,1,1.0,1.0,False
3074,1,True,1,0,0,0,0,1.0,116.0,False
3078,1,True,1,0,0,0,1,1.0,1.0,True
3081,1,False,0,0,0,1,3,1.0,1.0,False
3084,1,False,1,0,0,0,7,1.0,1.0,True
3085,1,False,0,0,0,0,0,1.0,50.0,False
3086,0,False,1,0,0,0,16,0.0,483.0,False
3087,1,False,1,0,0,0,2,1.0,3.0,False
3089,1,False,0,0,0,0,0,1.0,1.0,True
3090,1,False,0,0,0,0,1,0.0,2.0,False
3093,1,True,0,0,0,0,1,1.0,1.0,False
3094,0,False,1,0,0,0,13,1.0,1.0,True
3096,1,False,1,0,0,0,0,1.0,2.0,False
3101,1,False,0,0,0,0,2,1.0,1.0,False
3104,1,False,1,0,0,0,0,1.0,1.0,True
3107,1,True,1,0,0,0,0,0.0,0.0,True
3110,1,True,0,0,0,1,0,1.0,1.0,True
3112,0,False,1,0,0,0,0,1.0,1.0,False
3113,1,False,1,0,0,0,2,1.0,10.0,False
3114,0,False,1,0,0,0,2,1.0,162.0,False
3116,0,False,0,0,0,0,1,1.0,16.0,False
3117,1,False,0,0,0,0,3,1.0,2.0,False
3118,1,False,0,0,0,0,2,0.0,3.0,True
3120,1,False,0,0,0,0,0,0.0,0.0,False
3122,1,True,1,0,0,1,2,1.0,3.0,True
3129,1,False,1,0,0,0,1,1.0,1.0,False
3131,1,False,1,0,0,0,8,1.0,0.0,False
3132,1,False,0,0,0,0,5,1.0,2.0,False
3134,1,False,0,0,0,0,1,1.0,1.0,True
3136,1,True,1,0,0,0,0,1.0,1.0,True
3137,0,True,1,0,0,0,2,1.0,4.0,True
3138,1,False,1,0,0,0,11,1.0,45.0,False
3139,1,False,0,0,0,0,0,1.0,1.0,False
3145,1,False,0,0,1,1,7,1.0,1.0,False
3146,1,False,1,0,0,0,0,1.0,3.0,False
3152,0,True,1,0,0,0,7,21.0,9.0,False
3153,1,True,1,0,0,0,0,0.0,1.0,False
3154,1,False,1,0,0,0,3,1.0,1.0,False
3155,1,False,1,0,1,0,4,30.0,0.0,False
3156,1,True,1,0,0,0,4,11.0,6.0,False
3157,1,True,0,0,0,0,0,1.0,19.0,False
3158,0,False,0,0,0,0,1,0.0,0.0,False
3159,1,True,1,0,0,0,0,1.0,2.0,False
3160,1,False,0,0,0,0,1,1.0,6.0,False
3161,1,False,1,0,0,0,0,0.0,0.0,False
3162,1,True,0,0,0,1,7,1.0,28.0,True
3163,1,True,1,0,0,0,0,0.0,18.0,True
3164,1,False,0,0,2,1,13,0.0,14.0,False
3165,1,True,1,0,0,0,2,1.0,8.0,False
3166,1,True,0,0,0,0,0,1.0,4.0,False
3168,0,False,0,2,0,0,4,1.0,86.0,False
3169,1,True,1,0,0,0,0,1.0,1.0,True
3170,0,False,0,0,0,0,0,1.0,7.0,True
3174,1,False,0,0,0,0,0,1.0,6.0,False
3175,1,True,1,0,0,0,1,1.0,5.0,True
3176,1,False,1,0,0,0,4,1.0,1.0,False
3178,0,True,0,0,0,2,5,2.0,5.0,False
3181,1,True,0,0,0,2,0,1.0,3.0,False
3182,1,False,0,0,0,0,2,1.0,27.0,False
3183,1,False,1,0,0,0,1,1.0,1.0,False
3188,1,False,1,0,0,0,2,1.0,1.0,False
3190,1,False,0,0,0,1,0,0.0,0.0,False
3191,1,False,1,0,0,0,4,0.0,93.0,False
3192,1,True,1,0,0,0,0,3.0,0.0,True
3197,1,False,0,0,0,0,0,1.0,1.0,True
3198,1,False,0,0,0,0,0,1.0,5.0,False
3200,1,False,1,0,0,0,1,0.0,1.0,False
3203,0,True,0,0,0,0,0,1.0,37.0,False
3205,1,True,1,0,0,0,2,1.0,1.0,True
3206,1,False,1,0,0,0,9,5.0,3.0,False
3207,1,False,1,0,0,0,0,1.0,1.0,True
3208,1,False,0,0,0,0,0,0.0,0.0,True
3209,1,False,0,0,0,0,3,1.0,128.0,False
3212,1,False,0,0,0,0,0,1.0,2.0,False
3214,1,False,0,0,0,0,3,1.0,1.0,True
3215,1,True,1,0,0,0,0,1.0,1.0,True
3217,1,True,0,0,0,0,0,1.0,1.0,False
3218,1,False,0,0,0,0,0,1.0,1.0,True
3223,0,True,1,0,0,0,9,1.0,55.0,False
3225,0,False,0,0,0,0,0,1.0,1.0,False
3226,0,False,0,0,0,0,4,1.0,80.0,False
3227,1,True,1,0,0,0,1,1.0,69.0,False
3229,1,True,0,0,0,0,2,1.0,1.0,False
3230,1,False,1,0,0,0,4,1.0,1.0,False
3232,1,False,1,0,0,0,0,1.0,1.0,False
3236,0,False,0,0,0,0,12,1.0,6.0,False
3237,1,True,1,0,0,0,0,0.0,0.0,True
3240,1,False,0,0,0,0,5,1.0,1.0,False
3242,1,False,0,1,0,0,2,1.0,18.0,False
3246,1,True,0,0,0,0,0,1.0,0.0,True
3247,1,True,1,0,0,0,1,1.0,3.0,False
3248,1,True,1,0,0,0,11,13.0,13.0,False
3250,1,True,1,0,0,0,2,1.0,2.0,False
3255,1,False,1,0,0,0,4,26.0,8.0,True
3259,0,False,1,0,0,0,15,1.0,1.0,False
3260,1,False,1,0,0,0,21,0.0,85.0,False
3261,1,True,1,0,0,0,1,1.0,1.0,False
3265,1,True,1,0,0,0,0,0.0,0.0,False
3267,1,False,0,0,0,0,0,0.0,1.0,True
3268,1,True,0,0,2,0,5,3.0,0.0,True
3270,0,False,0,0,1,0,1,0.0,59.0,False
3272,0,False,1,0,0,1,26,1.0,2.0,False
3273,0,False,0,0,0,0,1,1.0,49.0,False
3274,1,False,0,0,0,0,0,2.0,1.0,False
3278,0,False,0,0,0,0,4,0.0,0.0,False
3280,1,False,0,0,0,0,3,1.0,1.0,False
3281,1,True,0,0,0,0,3,1.0,12.0,False
3283,1,True,1,0,0,0,0,1.0,1.0,True
3284,0,True,1,0,0,0,11,1.0,1.0,False
3285,1,False,1,0,0,0,5,0.0,2.0,False
3286,1,False,1,0,0,0,4,1.0,2.0,True
3288,1,False,1,0,0,0,18,1.0,9.0,False
3289,1,False,1,0,0,0,15,0.0,55.0,False
3290,1,False,0,0,0,0,0,0.0,0.0,False
3291,1,False,1,0,0,0,8,0.0,1.0,True
3292,1,False,1,0,0,0,3,21.0,0.0,False
3293,1,True,0,0,0,0,0,4.0,1.0,False
3294,1,False,0,0,0,0,0,0.0,11.0,True
3295,1,False,1,0,0,0,0,0.0,0.0,True
3298,1,True,1,0,0,0,6,1.0,1.0,True
3299,1,False,0,0,0,0,3,1.0,1.0,False
3301,1,False,0,0,0,0,0,1.0,1.0,True
3302,1,True,0,0,0,0,2,25.0,12.0,False
3304,1,False,1,0,0,0,3,1.0,1.0,False
3306,1,True,1,0,0,0,1,0.0,1.0,True
3309,1,True,0,0,0,0,5,1.0,1.0,False
3310,1,False,1,0,1,0,1,0.0,1.0,True
3312,1,True,1,0,0,0,1,1.0,1.0,True
3314,1,True,0,0,0,0,2,1.0,1.0,False
3315,1,True,1,0,0,0,0,1.0,2.0,True
3316,0,True,0,0,0,0,4,8.0,55.0,True
3318,1,True,1,0,0,0,9,1.0,1.0,False
3319,1,True,1,0,0,0,0,1.0,1.0,False
3320,1,True,0,0,0,0,0,1.0,3.0,False
3322,1,False,0,0,0,0,0,1.0,1.0,False
3323,0,False,0,0,0,0,4,1.0,16.0,True
3324,1,True,1,0,0,0,0,0.0,0.0,True
3326,0,False,1,0,0,0,4,1.0,1.0,False
3329,1,True,1,0,0,0,0,5.0,1.0,True
3331,0,False,0,0,0,0,3,0.0,34.0,False
3332,1,False,1,0,0,0,1,17.0,7.0,False
3333,1,True,1,0,0,0,3,1.0,1.0,False
3335,1,False,0,0,0,0,0,1.0,1.0,True
3337,0,False,1,0,0,0,14,1.0,1.0,False
3338,1,False,0,0,0,0,0,2.0,1.0,True
3339,1,True,1,0,0,0,0,1.0,1.0,False
3340,1,False,1,0,5,0,37,1.0,31.0,True
3341,1,False,0,0,0,0,2,0.0,238.0,False
3342,1,False,1,0,0,0,0,0.0,1.0,True
3344,1,False,1,0,0,0,2,0.0,193.0,False
3345,1,True,1,0,0,0,2,1.0,1.0,False
3347,1,False,1,0,0,0,7,1.0,2.0,False
3349,1,False,1,0,0,0,0,1.0,1.0,True
3350,1,False,1,0,0,0,1,14.0,14.0,False
3351,1,False,0,0,0,0,3,1.0,5.0,False
3354,1,False,0,0,0,0,1,0.0,0.0,False
3357,1,False,1,0,0,0,0,1.0,1.0,False
3358,1,False,1,0,0,0,1,1.0,2.0,False
3359,0,False,1,0,2,0,15,1.0,2.0,False
3360,1,False,1,0,0,0,6,1.0,14.0,False
3362,0,False,0,0,0,0,17,1.0,130.0,False
3363,1,False,1,0,0,0,0,3.0,1.0,False
3369,0,False,0,0,0,1,1,1.0,242.0,False
3370,1,False,0,0,0,0,1,1.0,1.0,False
3371,1,False,0,0,0,1,0,1.0,1.0,False
3375,1,False,1,0,0,0,9,1.0,34.0,False
3376,1,False,1,0,0,0,0,1.0,1.0,False
3380,1,False,1,0,0,0,1,1.0,6.0,False
3381,1,False,0,0,0,0,1,0.0,0.0,True
3383,1,False,1,0,0,0,10,1.0,10.0,False
3384,0,True,0,0,1,2,1,1.0,13.0,False
3386,1,True,1,0,0,0,6,10.0,2.0,False
3387,1,False,1,0,0,0,1,1.0,71.0,True
3390,1,True,1,0,0,0,0,0.0,0.0,True
3391,0,False,0,0,0,3,9,1.0,214.0,True
3392,1,True,1,0,0,0,0,1.0,1.0,True
3393,1,False,1,0,0,0,10,8.0,8.0,False
3394,0,True,0,0,0,0,3,1.0,127.0,False
3395,1,False,1,0,0,0,0,0.0,22.0,False
3396,1,False,1,0,0,0,0,1.0,3.0,True
3398,0,False,0,1,2,2,3,1.0,1.0,False
3399,0,False,1,3,0,0,13,1.0,1.0,False
3401,1,False,1,0,0,0,3,22.0,21.0,True
3403,1,False,1,0,0,0,5,1.0,5.0,False
3404,1,False,1,0,0,0,2,5.0,3.0,False
3406,0,True,0,0,0,0,0,1.0,9.0,True
3407,1,True,1,0,0,0,1,2.0,1.0,True
3408,1,True,0,0,0,0,0,1.0,1.0,False
3409,1,False,0,0,0,0,0,1.0,3.0,True
3410,1,False,1,0,0,0,1,1.0,3.0,False
3411,1,True,0,0,0,0,0,1.0,1.0,False
3412,1,True,0,0,0,0,0,1.0,1.0,True
3413,1,True,0,0,0,0,0,0.0,0.0,False
3415,1,False,1,0,0,0,2,0.0,0.0,False
3417,1,True,0,0,0,0,3,1.0,1.0,False
3418,1,False,1,0,0,0,3,1.0,2.0,True
3419,1,False,0,0,0,0,7,1.0,10.0,False
3420,1,False,1,0,0,0,1,0.0,0.0,False
3422,1,True,1,0,0,0,0,0.0,41.0,False
3423,1,True,1,0,0,0,2,29.0,1.0,False
3425,0,False,0,1,0,0,6,1.0,219.0,False
3426,0,False,0,0,1,0,21,14.0,2.0,False
3427,1,True,1,0,0,0,0,1.0,1.0,True
3429,1,False,0,0,0,0,0,1.0,4.0,False
3431,1,False,0,0,0,0,0,0.0,0.0,True
3434,0,False,0,0,0,0,25,18.0,41.0,False
3437,1,True,0,0,0,0,0,1.0,3.0,False
3438,1,True,0,0,0,0,0,0.0,5.0,True
3439,1,True,1,0,0,0,0,1.0,1.0,False
3441,1,True,1,0,0,0,0,1.0,2.0,False
3444,1,True,1,0,0,0,0,1.0,2.0,False
3445,1,True,0,0,0,0,1,25.0,24.0,True
3448,1,False,1,0,0,0,12,2.0,1.0,False
3452,1,False,1,0,0,0,3,1.0,1.0,False
3453,1,False,1,0,0,0,15,1.0,1.0,False
3454,1,False,0,0,0,0,9,1.0,16.0,False
3455,1,False,0,0,0,0,1,1.0,4.0,False
3456,0,False,0,0,1,0,1,0.0,1.0,True
3457,1,False,1,0,0,0,1,1.0,1.0,False
3458,1,True,1,0,0,0,1,1.0,1.0,True
3460,1,False,0,0,0,0,3,3.0,1.0,False
3462,1,True,1,0,0,0,1,1.0,1.0,True
3463,1,True,1,0,0,0,1,3.0,0.0,False
3464,1,True,0,0,0,1,1,1.0,22.0,False
3465,1,False,1,0,0,0,2,1.0,1.0,False
3470,1,False,0,0,0,0,1,1.0,1.0,False
3475,1,True,1,0,0,0,5,1.0,1.0,False
3476,0,False,0,0,0,0,6,1.0,1.0,True
3480,1,False,1,0,0,0,1,1.0,1.0,True
3481,1,False,0,0,0,0,2,14.0,1.0,True
3483,1,True,1,0,0,0,0,1.0,2.0,True
3484,1,False,1,0,0,0,22,1.0,1.0,False
3485,1,False,0,0,0,0,4,1.0,2.0,False
3488,1,True,1,0,0,0,2,4.0,1.0,False
3489,0,False,0,0,0,0,1,1.0,4.0,False
3491,1,False,1,0,0,0,0,1.0,1.0,True
3492,1,False,0,0,0,0,3,0.0,1.0,False
3493,1,False,0,0,0,0,2,1.0,1.0,False
3498,1,False,1,0,0,0,7,1.0,54.0,False
3499,0,False,0,0,3,2,14,0.0,5.0,False
3500,1,True,0,0,0,0,2,0.0,1.0,True
3501,0,False,0,0,0,0,6,0.0,1.0,False
3502,1,False,1,0,0,0,1,1.0,1.0,False
3504,1,False,0,0,0,0,2,29.0,29.0,True
3507,1,False,1,0,0,0,0,1.0,1.0,False
3508,1,False,0,0,0,0,0,1.0,1.0,False
3511,1,True,0,0,0,0,0,0.0,0.0,False
3512,1,False,0,0,0,0,5,1.0,7.0,False
3515,1,True,1,0,0,0,4,0.0,1.0,True
3516,1,False,0,0,0,0,1,1.0,1.0,False
3517,1,False,1,0,0,0,1,1.0,5.0,False
3521,0,False,0,0,1,0,1,0.0,0.0,False
3523,1,True,1,0,0,0,1,12.0,12.0,False
3528,1,False,0,0,0,0,0,1.0,1.0,False
3529,1,False,1,0,0,0,0,5.0,1.0,False
3531,1,True,1,0,0,0,2,1.0,0.0,False
3533,0,True,0,0,3,0,8,1.0,42.0,False
3535,1,True,1,0,0,0,2,1.0,1.0,False
3536,1,True,0,0,0,0,0,0.0,3.0,False
3538,1,False,0,0,0,0,1,1.0,1.0,False
3539,1,False,1,0,0,0,3,0.0,1.0,False
3540,1,True,0,0,0,0,0,4.0,1.0,False
3542,1,True,0,0,0,1,0,1.0,8.0,False
3543,1,True,1,0,0,0,4,2.0,1.0,False
3544,1,False,0,0,0,0,1,1.0,6.0,False
3546,1,False,0,0,0,0,0,0.0,0.0,False
3547,1,False,1,0,0,0,3,1.0,1.0,False
3550,1,False,1,0,0,0,7,1.0,78.0,False
3551,1,False,0,0,0,0,1,26.0,16.0,False
3552,1,True,0,0,0,0,0,0.0,13.0,True
3554,1,True,1,0,0,0,3,1.0,1.0,False
3556,1,False,1,0,0,0,0,0.0,1.0,False
3562,1,False,1,0,0,0,0,1.0,1.0,False
3563,1,False,1,0,0,0,17,1.0,47.0,False
3564,1,False,0,0,0,1,8,1.0,1.0,False
3566,0,True,0,0,0,0,1,1.0,1.0,False
3570,1,True,1,0,0,0,0,1.0,1.0,True
3571,0,True,0,0,0,0,1,0.0,0.0,True
3573,1,False,1,0,0,0,1,1.0,1.0,False
3574,1,False,0,0,0,1,2,0.0,2.0,False
3576,1,True,1,0,0,0,4,5.0,3.0,False
3577,1,False,1,0,0,0,4,0.0,0.0,False
3582,1,False,1,0,0,0,0,1.0,8.0,True
3584,1,True,0,0,0,0,0,1.0,1.0,True
3585,1,True,1,0,0,0,1,1.0,1.0,True
3591,1,False,0,0,0,0,2,10.0,10.0,False
3593,1,True,1,0,0,0,1,0.0,1.0,False
3594,1,False,1,0,0,0,1,1.0,1.0,True
3596,1,True,1,0,0,0,0,0.0,28.0,False
3597,1,True,0,0,0,3,3,1.0,1.0,True
3598,1,False,1,0,0,0,1,1.0,1.0,False
3600,1,False,0,0,0,0,1,1.0,2.0,False
3601,1,False,0,0,0,0,10,15.0,4.0,True
3602,0,False,1,0,0,0,10,0.0,1.0,True
3603,1,False,0,0,0,0,6,0.0,1.0,False
3605,1,False,1,0,0,0,0,1.0,1.0,False
3611,1,True,1,0,0,0,10,1.0,23.0,False
3614,0,False,0,0,0,0,1,1.0,1.0,False
3616,1,False,1,1,0,0,10,1.0,4.0,False
3617,1,False,1,0,0,0,4,0.0,0.0,True
3618,0,True,1,0,0,0,10,1.0,1.0,False
3620,1,True,1,0,0,0,0,1.0,1.0,True
3622,0,False,0,0,0,0,3,1.0,2.0,True
3624,1,False,0,0,0,0,1,1.0,1.0,False
3626,1,True,1,0,0,0,0,1.0,30.0,False
3627,1,True,1,3,0,0,16,1.0,82.0,True
3628,1,False,0,0,1,3,4,1.0,1.0,False
3629,1,False,0,0,0,0,0,1.0,1.0,False
3630,1,True,1,0,0,0,0,0.0,2.0,False
3631,1,True,1,0,0,0,0,0.0,1.0,True
3634,1,True,1,0,0,0,0,1.0,54.0,False
3636,1,False,1,0,0,0,7,1.0,19.0,False
3639,1,False,0,0,0,0,0,0.0,1.0,True
3641,1,True,0,0,0,0,0,1.0,1.0,True
3642,1,False,1,0,0,0,3,1.0,1.0,False
3643,1,False,0,0,0,0,1,1.0,2.0,False
3645,1,True,1,0,0,0,0,1.0,1.0,True
3646,1,True,1,0,0,0,11,0.0,12.0,False
3647,1,False,0,0,0,0,0,1.0,2.0,False
3648,1,False,1,0,0,0,10,1.0,44.0,False
3649,0,False,0,0,0,0,4,0.0,1.0,False
3652,1,False,0,0,0,0,1,1.0,1.0,False
3653,1,False,0,0,0,0,0,1.0,1.0,False
3655,1,False,1,0,0,0,1,1.0,1.0,False
3656,0,False,0,0,0,0,0,1.0,2.0,True
3657,1,False,0,0,0,0,0,1.0,1.0,True
3658,1,False,1,0,0,0,0,0.0,1.0,True
3660,1,False,1,0,0,0,2,1.0,1.0,False
3661,1,False,1,0,0,0,16,1.0,68.0,False
3662,1,False,0,0,0,0,4,1.0,30.0,False
3663,1,False,1,0,0,0,8,1.0,2.0,False
3666,1,False,1,0,0,0,0,1.0,1.0,True
3667,1,False,0,0,0,0,1,0.0,0.0,True
3671,1,True,1,0,0,0,0,1.0,1.0,True
3673,1,False,1,0,0,0,0,1.0,1.0,False
3674,1,False,1,0,0,0,0,1.0,1.0,False
3675,1,False,1,0,0,0,9,0.0,1.0,False
3676,1,False,1,0,0,0,1,22.0,1.0,False
3678,1,True,1,0,0,0,1,1.0,3.0,False
3679,1,True,1,0,0,0,0,6.0,4.0,True
3681,0,False,1,0,0,0,8,1.0,43.0,False
3684,1,False,0,0,1,2,5,1.0,6.0,False
3687,1,False,1,0,0,0,13,1.0,1.0,False
3691,0,False,0,0,0,0,0,1.0,1.0,True
3692,1,False,1,0,0,0,8,1.0,1.0,False
3693,1,False,0,0,0,0,0,0.0,1.0,True
3696,0,False,0,0,1,0,1,1.0,1.0,False
3697,1,True,1,0,0,0,0,1.0,1.0,True
3698,1,True,1,0,0,0,0,1.0,74.0,False
3699,1,True,1,0,0,0,1,0.0,293.0,False
3700,1,False,0,0,0,0,1,0.0,1.0,False
3702,0,True,1,0,0,0,5,0.0,0.0,False
3703,1,True,1,0,0,0,0,0.0,1.0,True
3704,1,False,1,0,0,0,0,0.0,0.0,False
3706,1,False,1,0,0,0,1,1.0,1.0,False
3709,1,False,1,0,0,0,0,1.0,4.0,False
3710,1,False,0,1,0,1,1,1.0,1.0,False
3711,1,True,0,0,0,0,0,1.0,1.0,False
3713,1,False,0,0,0,0,1,1.0,29.0,False
3714,1,True,1,0,0,0,1,1.0,1.0,True
3719,0,False,0,0,1,0,2,1.0,77.0,False
3720,0,True,1,0,0,0,33,1.0,242.0,False
3721,1,True,1,0,0,0,1,1.0,1.0,False
3722,1,False,0,0,0,0,1,1.0,27.0,True
3725,0,False,0,0,0,2,4,1.0,1.0,False
3726,1,False,1,0,0,0,0,0.0,0.0,False
3728,1,False,1,0,0,0,0,0.0,0.0,True
3729,1,False,1,0,0,0,0,1.0,2.0,False
3730,1,False,0,0,0,0,0,1.0,1.0,False
3732,1,False,0,0,0,0,1,1.0,32.0,True
3736,1,True,1,0,0,0,4,1.0,2.0,False
3737,1,True,0,0,0,0,0,0.0,5.0,False
3738,0,True,0,0,0,0,14,1.0,1.0,False
3739,1,True,1,0,0,0,1,1.0,1.0,True
3741,1,False,1,0,0,0,15,1.0,2.0,False
3743,1,False,0,0,0,0,1,1.0,1.0,False
3744,1,False,1,0,0,0,1,0.0,0.0,True
3745,1,True,0,0,0,0,2,1.0,1.0,False
3747,1,True,1,0,0,0,1,1.0,1.0,True
3749,0,False,1,0,0,0,1,1.0,2.0,False
3751,0,False,1,2,0,0,18,1.0,34.0,True
3754,1,False,0,0,0,0,1,1.0,2.0,False
3757,1,True,1,0,0,0,1,1.0,1.0,False
3758,1,False,1,0,0,0,3,0.0,2.0,True
3759,0,False,1,0,0,0,14,1.0,2.0,False
3761,1,False,1,0,0,0,7,1.0,2.0,False
3763,0,False,0,0,2,2,20,1.0,30.0,False
3765,0,True,1,0,0,0,0,0.0,1.0,False
3766,1,True,0,0,0,0,0,0.0,1.0,True
3768,1,False,1,0,0,0,1,0.0,0.0,True
3769,1,True,1,0,0,0,0,0.0,0.0,True
3771,0,False,0,0,1,2,5,1.0,155.0,False
3772,1,True,0,0,0,0,3,1.0,39.0,False
3773,1,False,0,0,0,0,0,1.0,1.0,True
3774,1,True,1,0,0,0,0,0.0,0.0,True
3776,1,True,1,0,0,0,0,1.0,1.0,True
3778,1,True,0,0,0,0,1,0.0,0.0,True
3779,1,False,0,0,0,0,1,1.0,2.0,True
3780,1,True,0,0,0,0,2,18.0,15.0,True
3782,0,False,1,0,0,0,16,1.0,1.0,False
3783,1,True,1,0,0,0,0,7.0,7.0,False
3785,1,True,0,0,1,1,1,1.0,1.0,True
3787,1,False,0,0,0,0,1,1.0,168.0,False
3788,1,True,1,0,0,0,0,1.0,0.0,False
3789,1,True,0,0,0,0,0,1.0,1.0,False
3790,1,True,0,0,0,0,1,2.0,1.0,False
3793,1,True,1,0,0,0,1,23.0,2.0,False
3794,1,False,1,0,0,0,0,0.0,0.0,False
3797,1,False,1,1,0,0,7,1.0,24.0,False
3799,1,False,0,0,0,0,0,1.0,2.0,True
3800,1,False,0,0,0,0,8,1.0,49.0,False
3801,1,True,1,0,0,0,0,0.0,2.0,True
3802,1,False,1,0,0,0,0,1.0,1.0,True
3804,1,False,0,0,0,0,1,1.0,1.0,True
3805,1,True,0,0,0,0,0,1.0,2.0,False
3807,1,True,1,0,0,0,1,1.0,11.0,True
3809,1,True,0,0,0,0,9,0.0,1.0,True
3811,1,False,1,0,0,0,2,1.0,8.0,False
3812,1,False,0,0,0,0,1,1.0,23.0,False
3814,1,False,0,0,0,0,2,23.0,18.0,False
3816,0,False,0,0,0,0,5,1.0,32.0,True
3817,0,False,0,0,3,1,4,1.0,1.0,True
3818,1,False,0,0,0,0,1,0.0,3.0,True
3820,1,False,0,0,1,1,3,1.0,1.0,True
3821,1,False,1,0,0,0,2,1.0,12.0,False
3824,1,False,0,0,0,0,2,1.0,9.0,True
3830,1,False,0,0,0,0,0,1.0,1.0,True
3831,0,True,0,0,0,0,0,1.0,7.0,False
3835,1,True,1,0,0,0,0,1.0,4.0,True
3836,1,True,1,0,0,0,0,1.0,27.0,False
3838,1,False,1,0,0,0,1,1.0,1.0,True
3839,1,False,1,0,0,0,3,1.0,2.0,True
3840,0,False,0,1,1,0,5,1.0,137.0,False
3841,1,True,1,0,0,0,1,0.0,1.0,False
3842,1,False,1,0,0,0,2,8.0,8.0,False
3843,1,False,1,0,0,0,2,1.0,49.0,True
3847,1,False,0,1,0,0,2,1.0,2.0,False
