id,decile_score,Race,age,juv_fel_count,juv_misd_count,c_charge_degree,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,sex
2537,2,Non-White,0,0,0,M,0,0,0.0,1.0,Female
2538,1,White,1,0,0,M,0,1,1.0,19.0,Male
2540,3,White,0,0,0,F,0,0,0.0,0.0,Male
2541,2,White,1,0,0,F,0,1,0.0,0.0,Male
2543,8,Non-White,1,2,3,F,0,24,1.0,20.0,Male
2544,9,White,1,0,0,F,0,13,0.0,17.0,Male
2546,4,Non-White,1,0,0,F,0,0,1.0,4.0,Male
2548,6,Non-White,0,0,0,F,0,1,1.0,1.0,Male
2549,1,Non-White,1,0,0,M,0,1,1.0,2.0,Male
2554,2,White,1,0,0,F,0,8,10.0,9.0,Female
2556,7,Non-White,0,0,0,F,0,0,0.0,1.0,Male
2560,9,White,0,0,0,F,0,0,2.0,1.0,Male
2561,10,White,0,0,0,F,0,2,1.0,43.0,Female
2562,4,Non-White,0,0,0,M,1,7,0.0,2.0,Male
2564,1,Non-White,1,0,0,M,0,3,1.0,1.0,Male
2566,9,Non-White,0,0,0,M,1,2,1.0,1.0,Male
2567,6,White,1,0,0,M,0,1,0.0,15.0,Male
2568,9,Non-White,1,0,0,F,0,14,23.0,142.0,Male
2569,2,White,0,0,0,M,0,0,1.0,1.0,Male
2571,8,Non-White,0,0,1,F,0,4,27.0,27.0,Male
2572,5,Non-White,0,0,0,F,0,2,0.0,1.0,Female
2573,6,White,1,0,0,F,0,4,0.0,5.0,Female
2574,7,White,0,0,0,F,1,2,0.0,13.0,Male
2575,6,White,1,0,0,F,0,1,1.0,13.0,Female
2576,5,White,0,0,1,F,0,1,1.0,1.0,Male
2578,4,Non-White,1,0,0,F,0,23,1.0,2.0,Male
2579,1,Non-White,1,0,0,M,0,0,0.0,0.0,Female
2580,1,White,1,0,0,F,0,1,1.0,80.0,Male
2583,3,White,1,0,0,F,0,4,30.0,14.0,Female
2584,7,Non-White,0,0,0,F,0,3,1.0,1.0,Male
2586,1,White,1,0,0,F,0,1,21.0,21.0,Male
2588,3,Non-White,1,0,0,F,0,3,1.0,1.0,Male
2589,4,Non-White,1,0,0,F,0,5,0.0,1.0,Female
2591,6,Non-White,0,0,0,M,0,3,1.0,13.0,Male
2592,3,White,0,0,0,M,0,0,5.0,4.0,Male
2593,5,Non-White,0,0,0,F,0,3,27.0,27.0,Female
2594,1,Non-White,1,0,0,F,0,1,0.0,25.0,Male
2595,1,Non-White,1,0,0,M,0,0,0.0,1.0,Female
2602,2,Non-White,1,0,0,F,0,6,0.0,5.0,Male
2604,6,Non-White,1,0,0,F,0,7,0.0,0.0,Male
2606,9,Non-White,0,0,0,F,0,10,1.0,8.0,Male
2607,1,White,1,0,0,M,0,0,0.0,0.0,Female
2608,3,Non-White,0,0,0,M,0,0,3.0,1.0,Male
2609,7,Non-White,0,0,0,F,1,9,0.0,2.0,Male
2610,2,Non-White,1,0,0,F,0,1,1.0,163.0,Male
2611,2,Non-White,0,0,0,M,0,1,0.0,0.0,Female
2613,1,White,1,0,0,F,0,0,1.0,1.0,Male
2614,4,White,0,0,0,F,0,6,2.0,2.0,Male
2615,1,Non-White,1,0,0,F,0,0,1.0,1.0,Male
2616,5,Non-White,0,0,0,F,0,2,1.0,1.0,Male
2618,9,Non-White,1,0,0,F,0,27,1.0,118.0,Male
2619,3,Non-White,0,0,0,F,0,3,1.0,12.0,Male
2620,9,Non-White,0,0,0,M,1,7,1.0,3.0,Male
2621,7,White,1,0,0,F,0,1,1.0,33.0,Male
2623,2,Non-White,1,0,0,F,0,8,1.0,1.0,Male
2624,2,Non-White,1,0,0,F,0,0,0.0,1.0,Male
2630,6,Non-White,0,0,1,F,0,8,1.0,41.0,Male
2632,1,White,1,0,0,F,0,4,0.0,7.0,Male
2633,9,Non-White,1,0,0,F,0,15,1.0,331.0,Male
2634,6,White,0,0,0,F,0,7,1.0,18.0,Male
2637,8,White,1,0,0,F,0,7,1.0,1.0,Male
2638,4,White,0,0,0,M,3,0,2.0,1.0,Male
2639,2,Non-White,1,0,0,M,0,0,0.0,0.0,Male
2641,3,Non-White,1,0,0,M,0,0,1.0,1.0,Male
2642,9,Non-White,0,1,0,F,0,1,12.0,5.0,Male
2643,1,White,1,0,0,F,0,0,0.0,0.0,Male
2644,3,White,0,0,0,M,0,1,1.0,1.0,Male
2649,1,White,1,0,0,F,0,1,1.0,1.0,Male
2650,1,Non-White,1,0,0,F,0,0,0.0,0.0,Female
2651,2,Non-White,1,0,0,M,0,4,0.0,1.0,Male
2654,7,Non-White,0,0,0,M,0,3,23.0,1.0,Male
2655,3,Non-White,0,0,0,F,0,0,1.0,1.0,Male
2656,1,White,1,0,0,F,0,1,1.0,1.0,Male
2658,3,White,0,0,0,F,0,2,2.0,2.0,Male
2664,8,Non-White,0,0,0,F,0,0,1.0,61.0,Male
2667,5,White,0,0,0,F,0,0,3.0,2.0,Male
2668,4,White,1,0,1,F,0,3,0.0,0.0,Female
2671,8,Non-White,0,0,2,F,1,7,0.0,2.0,Male
2672,9,Non-White,0,1,0,F,0,5,1.0,2.0,Male
2673,2,Non-White,0,0,1,F,1,1,1.0,2.0,Male
2676,4,White,1,0,0,F,0,2,27.0,1.0,Male
2677,5,White,0,0,0,F,0,2,1.0,4.0,Male
2678,3,Non-White,0,0,0,M,0,0,1.0,1.0,Male
2679,2,White,1,0,0,M,0,0,1.0,0.0,Female
2680,8,Non-White,0,0,0,F,0,0,1.0,3.0,Male
2681,3,Non-White,1,0,0,F,0,1,0.0,2.0,Male
2682,2,Non-White,0,0,0,F,0,1,1.0,2.0,Male
2683,1,White,1,0,0,M,0,0,1.0,1.0,Male
2685,5,Non-White,0,0,0,F,0,0,2.0,1.0,Female
2687,1,White,1,0,0,M,0,0,0.0,0.0,Male
2688,1,Non-White,1,0,0,F,1,3,1.0,34.0,Male
2689,2,Non-White,0,0,0,M,0,2,1.0,1.0,Female
2690,1,White,1,0,0,F,0,4,1.0,0.0,Female
2691,1,Non-White,1,0,0,M,0,0,0.0,0.0,Male
2692,1,Non-White,1,0,0,F,0,3,1.0,83.0,Male
2696,4,Non-White,1,0,0,F,0,2,1.0,1.0,Male
2698,1,White,1,0,0,F,0,0,1.0,1.0,Female
2700,4,Non-White,0,0,0,F,0,0,1.0,1.0,Male
2703,7,Non-White,1,0,0,F,0,3,0.0,0.0,Male
2704,2,Non-White,0,0,0,F,0,0,1.0,13.0,Male
2708,6,Non-White,0,0,0,M,1,5,1.0,28.0,Male
2711,1,White,1,0,0,F,0,0,1.0,1.0,Male
2713,2,White,1,0,0,M,0,4,0.0,2.0,Male
2714,6,Non-White,1,0,0,M,0,1,1.0,27.0,Male
2716,5,White,1,0,0,F,0,5,1.0,65.0,Male
2718,3,Non-White,1,0,0,F,0,0,1.0,2.0,Female
2719,4,Non-White,0,0,0,F,0,1,1.0,1.0,Male
2720,1,Non-White,1,0,0,M,0,1,1.0,114.0,Male
2721,10,Non-White,0,20,0,F,0,24,1.0,1.0,Male
2722,9,Non-White,1,0,1,F,0,12,1.0,10.0,Male
2723,6,Non-White,0,0,0,F,0,4,0.0,43.0,Male
2724,2,White,1,0,0,F,0,6,1.0,1.0,Male
2728,3,Non-White,0,0,0,M,0,0,1.0,1.0,Male
2731,4,Non-White,0,0,0,F,0,0,1.0,0.0,Male
2732,7,Non-White,1,0,0,F,0,23,1.0,403.0,Male
2735,10,Non-White,0,0,1,F,0,13,0.0,2.0,Male
2737,8,Non-White,0,0,0,F,0,9,1.0,3.0,Male
2738,1,Non-White,1,0,0,M,0,0,1.0,3.0,Male
2745,7,White,0,0,0,F,0,0,0.0,1.0,Male
2746,1,White,1,0,0,M,0,1,0.0,0.0,Male
2748,1,White,1,0,0,M,0,0,1.0,0.0,Male
2749,5,Non-White,1,0,0,M,0,7,1.0,1.0,Male
2750,7,Non-White,1,0,0,F,0,5,1.0,4.0,Male
2751,1,Non-White,1,0,0,F,0,2,1.0,3.0,Female
2752,5,White,1,0,0,M,0,0,1.0,10.0,Male
2753,9,Non-White,0,0,0,F,0,5,1.0,4.0,Male
2754,9,White,1,0,0,M,0,0,1.0,5.0,Female
2758,2,Non-White,0,0,0,F,0,0,1.0,1.0,Male
2759,7,White,1,0,0,M,2,6,0.0,0.0,Male
2760,5,Non-White,1,0,0,F,0,2,1.0,1.0,Male
2762,7,Non-White,0,0,0,F,0,3,1.0,4.0,Male
2764,4,White,1,0,0,M,0,2,0.0,0.0,Male
2765,2,Non-White,0,0,0,M,0,0,0.0,0.0,Female
2766,8,Non-White,0,0,0,F,0,8,0.0,20.0,Male
2767,1,White,1,0,0,M,0,2,4.0,0.0,Male
2770,4,Non-White,0,0,0,F,0,0,1.0,2.0,Female
2771,1,White,1,0,0,M,0,3,1.0,1.0,Male
2772,8,Non-White,0,0,0,M,0,2,1.0,2.0,Male
2773,7,Non-White,1,0,0,M,0,14,1.0,122.0,Female
2775,7,White,1,0,0,M,0,9,0.0,5.0,Male
2776,6,White,1,0,0,M,0,9,1.0,33.0,Male
2777,3,Non-White,0,0,0,M,0,1,0.0,0.0,Male
2780,1,White,1,0,0,M,0,0,1.0,1.0,Male
2782,9,Non-White,1,2,0,M,0,19,17.0,17.0,Male
2786,4,Non-White,0,0,0,F,0,1,0.0,16.0,Male
2787,5,Non-White,1,0,0,F,0,0,1.0,2.0,Female
2788,1,White,1,0,0,F,0,0,1.0,7.0,Male
2790,4,White,1,0,0,M,0,0,1.0,1.0,Male
2792,10,Non-White,1,0,0,M,0,5,0.0,0.0,Male
2793,10,Non-White,0,4,1,F,0,11,0.0,117.0,Male
2794,4,White,0,0,1,M,3,4,1.0,1.0,Male
2797,2,Non-White,0,0,0,M,0,0,1.0,1.0,Male
2800,7,Non-White,0,0,0,M,0,0,1.0,1.0,Male
2802,1,White,1,0,0,M,0,0,0.0,0.0,Male
2804,4,Non-White,1,0,0,M,0,10,7.0,5.0,Male
2807,10,Non-White,0,0,0,F,0,11,15.0,1.0,Male
2809,3,Non-White,0,0,0,F,0,0,1.0,2.0,Male
2814,3,White,1,0,0,M,0,5,1.0,1.0,Male
2817,9,White,0,0,0,F,0,1,1.0,1.0,Male
2819,10,Non-White,0,0,0,F,0,0,0.0,1.0,Male
2820,1,White,1,0,0,M,0,0,1.0,1.0,Male
2821,4,White,1,0,0,F,1,3,0.0,25.0,Female
2824,8,Non-White,1,0,0,F,0,9,1.0,130.0,Male
2825,3,White,0,0,0,F,0,1,0.0,0.0,Male
2828,7,Non-White,0,0,0,M,0,0,0.0,0.0,Female
2829,3,Non-White,0,0,0,F,1,1,1.0,1.0,Male
2830,1,Non-White,1,0,0,F,0,4,1.0,2.0,Male
2836,1,Non-White,1,0,0,F,0,1,1.0,1.0,Male
2837,1,Non-White,1,0,0,M,0,3,18.0,18.0,Female
2841,5,White,0,0,1,M,2,3,0.0,0.0,Male
2842,3,Non-White,0,0,0,F,0,0,1.0,71.0,Male
2843,1,White,1,0,0,M,0,0,1.0,1.0,Male
2844,10,Non-White,0,0,0,F,0,3,1.0,42.0,Male
2845,7,White,1,0,0,F,0,10,1.0,73.0,Male
2846,1,White,1,0,0,F,0,1,27.0,1.0,Male
2848,8,White,0,0,0,M,0,0,0.0,3.0,Male
2851,5,Non-White,1,0,0,F,0,6,1.0,26.0,Male
2852,8,Non-White,0,0,0,F,0,0,0.0,2.0,Male
2854,9,Non-White,1,0,0,F,0,19,1.0,1.0,Male
2855,3,Non-White,0,0,0,M,0,1,1.0,1.0,Female
2856,6,Non-White,0,0,0,F,0,6,1.0,2.0,Male
2857,9,Non-White,0,0,0,F,1,2,1.0,274.0,Male
2859,8,White,1,0,0,F,0,11,0.0,1.0,Male
2860,1,Non-White,1,0,0,F,0,0,3.0,1.0,Male
2862,6,Non-White,0,0,0,F,0,1,0.0,1.0,Male
2863,2,Non-White,0,0,2,F,0,3,1.0,1.0,Male
2864,4,Non-White,1,0,0,F,0,7,23.0,0.0,Male
2865,4,Non-White,0,0,0,F,0,2,1.0,2.0,Male
2867,2,White,0,0,0,F,0,0,0.0,0.0,Male
2869,1,Non-White,1,0,0,M,0,0,7.0,1.0,Male
2870,7,Non-White,0,0,0,M,0,2,1.0,12.0,Male
2871,9,Non-White,0,0,0,F,1,0,1.0,1.0,Male
2873,9,White,1,2,0,F,1,15,1.0,71.0,Male
2874,2,Non-White,1,0,0,M,0,2,0.0,0.0,Male
2875,9,Non-White,1,0,0,F,0,10,0.0,2.0,Male
2879,3,White,0,0,0,M,0,0,2.0,1.0,Male
2880,3,White,1,0,0,F,0,8,1.0,173.0,Male
2883,8,Non-White,1,0,0,F,0,14,1.0,2.0,Male
2885,8,Non-White,1,0,1,F,0,13,1.0,1.0,Male
2886,7,Non-White,0,0,0,F,0,9,1.0,24.0,Male
2887,1,Non-White,0,0,0,M,0,0,1.0,1.0,Male
2891,5,Non-White,0,0,0,M,0,1,1.0,1.0,Male
2892,1,Non-White,1,0,0,F,0,1,1.0,61.0,Male
2893,8,Non-White,0,0,0,F,0,4,1.0,33.0,Male
2897,7,White,0,0,0,F,0,1,1.0,31.0,Male
2898,3,White,1,0,0,M,0,0,5.0,1.0,Female
2900,7,Non-White,0,0,0,M,0,3,1.0,7.0,Male
2901,9,Non-White,0,0,0,F,0,6,0.0,18.0,Male
2902,1,White,1,0,0,M,0,0,1.0,1.0,Male
2907,6,Non-White,0,0,0,F,0,3,0.0,2.0,Male
2908,5,Non-White,0,0,0,F,0,0,1.0,3.0,Male
2910,4,White,1,0,0,M,0,0,1.0,1.0,Male
2913,10,Non-White,0,0,3,M,0,18,1.0,18.0,Male
2914,9,Non-White,0,0,0,F,0,1,1.0,290.0,Male
2915,4,White,1,0,0,F,0,2,0.0,48.0,Male
2917,4,White,0,0,0,M,1,3,4.0,2.0,Male
2922,7,Non-White,1,0,0,M,0,5,0.0,5.0,Male
2923,1,Non-White,1,0,0,M,0,0,0.0,0.0,Male
2925,1,Non-White,1,0,0,M,0,0,2.0,1.0,Male
2926,3,Non-White,0,0,0,F,0,0,0.0,0.0,Male
2927,5,Non-White,1,0,0,F,0,7,1.0,1.0,Male
2928,2,Non-White,1,0,0,M,0,1,1.0,1.0,Male
2929,3,White,0,0,0,F,0,0,0.0,4.0,Male
2930,10,Non-White,0,0,0,M,0,10,1.0,109.0,Male
2931,2,Non-White,1,0,0,F,0,0,3.0,1.0,Male
2932,2,Non-White,1,0,0,F,0,2,0.0,1.0,Male
2933,8,Non-White,0,0,0,F,0,8,0.0,0.0,Male
2934,3,Non-White,0,0,0,F,0,1,23.0,1.0,Male
2935,1,White,1,0,0,M,0,0,3.0,1.0,Male
2936,4,Non-White,0,0,1,F,0,1,1.0,8.0,Male
2937,5,White,0,0,0,F,0,0,0.0,1.0,Male
2938,1,Non-White,0,0,0,F,0,1,2.0,2.0,Male
2939,6,Non-White,0,0,0,M,0,6,1.0,310.0,Female
2943,1,White,1,0,0,F,0,0,7.0,3.0,Male
2946,3,White,0,0,0,F,0,1,1.0,1.0,Male
2951,4,Non-White,0,0,0,F,0,0,1.0,7.0,Male
2952,3,Non-White,0,0,0,F,0,0,1.0,1.0,Male
2954,4,White,0,0,0,F,0,0,1.0,1.0,Male
2955,2,Non-White,0,0,0,M,0,1,0.0,2.0,Male
2956,5,White,1,0,0,M,0,9,0.0,4.0,Male
2959,7,Non-White,0,0,0,M,0,2,0.0,0.0,Male
2961,5,Non-White,1,0,0,F,0,0,0.0,1.0,Male
2962,1,Non-White,1,0,0,M,0,1,1.0,1.0,Male
2963,4,White,1,0,0,F,0,0,1.0,28.0,Male
2964,2,White,0,0,0,F,0,1,1.0,37.0,Male
2965,5,Non-White,0,0,0,M,0,3,1.0,1.0,Male
2968,3,Non-White,1,0,0,M,0,4,1.0,1.0,Male
2969,1,White,1,0,0,M,0,3,0.0,1.0,Male
2970,2,Non-White,1,0,0,F,0,0,1.0,1.0,Male
2972,1,Non-White,1,0,0,F,0,0,1.0,2.0,Male
2974,5,Non-White,1,0,0,F,0,8,1.0,100.0,Male
2976,5,Non-White,1,0,0,M,0,5,1.0,1.0,Male
2979,8,Non-White,1,0,0,F,0,9,28.0,25.0,Male
2982,9,Non-White,1,0,0,F,0,5,1.0,243.0,Male
2983,4,White,0,0,0,F,0,0,1.0,1.0,Female
2984,3,Non-White,1,0,0,M,0,5,1.0,0.0,Male
2985,1,White,1,0,0,F,0,0,1.0,1.0,Male
2988,1,White,1,0,0,F,0,2,11.0,2.0,Male
2990,1,White,1,0,0,M,0,0,1.0,1.0,Male
2991,3,Non-White,1,0,0,F,0,4,2.0,1.0,Male
2992,1,Non-White,1,0,0,F,0,0,0.0,0.0,Female
2993,8,Non-White,0,2,0,F,0,2,21.0,21.0,Male
2996,4,Non-White,0,0,0,F,0,0,1.0,29.0,Male
2997,9,Non-White,1,0,0,F,0,21,1.0,64.0,Male
2998,4,Non-White,0,0,0,M,0,0,0.0,0.0,Female
3003,4,Non-White,1,0,0,F,0,1,0.0,1.0,Male
3004,8,Non-White,0,0,0,F,0,8,1.0,14.0,Male
3005,6,Non-White,0,0,0,F,0,1,1.0,8.0,Male
3010,1,White,1,0,0,M,0,0,0.0,0.0,Male
3014,7,Non-White,0,0,0,F,1,1,0.0,1.0,Male
3015,1,White,1,0,0,M,0,1,1.0,1.0,Male
3019,2,White,1,0,0,M,0,0,0.0,14.0,Male
3020,9,Non-White,1,0,0,F,0,2,1.0,1.0,Male
3021,8,Non-White,1,0,1,F,0,11,1.0,15.0,Female
3022,5,Non-White,1,0,0,M,0,4,1.0,30.0,Male
3023,9,Non-White,0,0,1,F,0,14,1.0,2.0,Male
3025,5,Non-White,1,0,0,F,0,2,1.0,1.0,Male
3027,1,Non-White,1,0,0,F,0,5,1.0,202.0,Male
3029,10,Non-White,1,0,0,F,0,0,0.0,34.0,Male
3031,10,White,0,0,0,F,0,7,1.0,1.0,Male
3032,4,Non-White,1,0,0,F,1,8,1.0,4.0,Male
3033,6,Non-White,1,0,0,F,0,5,1.0,3.0,Male
3034,1,Non-White,1,0,0,M,0,1,1.0,2.0,Female
3035,4,White,0,0,0,F,0,4,1.0,183.0,Male
3036,1,Non-White,1,0,0,M,0,0,1.0,1.0,Female
3037,5,Non-White,0,0,0,F,0,1,1.0,1.0,Male
3039,1,White,1,0,0,F,0,1,1.0,49.0,Male
3040,1,Non-White,1,0,0,F,0,1,22.0,3.0,Male
3041,3,White,1,0,0,M,0,0,1.0,3.0,Male
3042,1,Non-White,1,0,0,M,0,4,1.0,1.0,Female
3046,4,Non-White,0,0,0,F,1,4,1.0,1.0,Male
3051,1,Non-White,1,0,0,M,0,0,1.0,1.0,Male
3053,2,Non-White,1,0,0,M,0,2,1.0,2.0,Male
3055,2,Non-White,1,0,0,F,0,5,13.0,12.0,Male
3056,3,Non-White,0,0,0,F,0,0,0.0,1.0,Male
3057,7,Non-White,0,0,0,F,0,4,1.0,1.0,Male
3058,5,Non-White,0,0,0,M,0,0,0.0,0.0,Male
3064,1,White,1,0,0,M,0,1,1.0,3.0,Male
3066,4,Non-White,0,0,0,F,0,1,10.0,1.0,Female
3067,10,Non-White,0,0,1,M,0,13,1.0,0.0,Male
3068,7,Non-White,1,0,0,F,0,9,1.0,1.0,Male
3069,2,White,1,0,0,F,1,1,1.0,1.0,Male
3074,1,White,1,0,0,F,0,0,1.0,116.0,Male
3078,2,White,1,0,0,M,0,1,1.0,1.0,Female
3081,2,Non-White,0,0,0,F,1,3,1.0,1.0,Male
3084,4,Non-White,1,0,0,M,0,7,1.0,1.0,Female
3085,5,Non-White,0,0,0,F,0,0,1.0,50.0,Male
3086,10,Non-White,1,0,0,F,0,16,0.0,483.0,Male
3087,7,Non-White,1,0,0,F,0,2,1.0,3.0,Male
3089,4,Non-White,0,0,0,M,0,0,1.0,1.0,Female
3090,6,Non-White,0,0,0,F,0,1,0.0,2.0,Male
3093,5,White,0,0,0,F,0,1,1.0,1.0,Female
3094,10,Non-White,1,0,0,M,0,13,1.0,1.0,Male
3096,1,Non-White,1,0,0,F,0,0,1.0,2.0,Male
3101,2,Non-White,0,0,0,F,0,2,1.0,1.0,Male
3104,1,Non-White,1,0,0,M,0,0,1.0,1.0,Female
3107,1,White,1,0,0,M,0,0,0.0,0.0,Male
3110,4,White,0,0,0,M,1,0,1.0,1.0,Male
3112,8,Non-White,1,0,0,F,0,0,1.0,1.0,Male
3113,3,Non-White,1,0,0,F,0,2,1.0,10.0,Male
3114,8,Non-White,1,0,0,F,0,2,1.0,162.0,Male
3116,10,Non-White,0,0,0,F,0,1,1.0,16.0,Male
3117,6,Non-White,0,0,0,F,0,3,1.0,2.0,Male
3118,4,Non-White,0,0,0,M,0,2,0.0,3.0,Male
3120,4,Non-White,0,0,0,F,0,0,0.0,0.0,Male
3122,4,White,1,0,0,M,1,2,1.0,3.0,Male
3129,2,Non-White,1,0,0,F,0,1,1.0,1.0,Male
3131,5,Non-White,1,0,0,F,0,8,1.0,0.0,Male
3132,3,Non-White,0,0,0,F,0,5,1.0,2.0,Male
3134,4,Non-White,0,0,0,M,0,1,1.0,1.0,Male
3136,1,White,1,0,0,M,0,0,1.0,1.0,Female
3137,8,White,1,0,0,M,0,2,1.0,4.0,Male
3138,6,Non-White,1,0,0,F,0,11,1.0,45.0,Male
3139,7,Non-White,0,0,0,F,0,0,1.0,1.0,Male
3145,5,Non-White,0,0,1,F,1,7,1.0,1.0,Male
3146,3,Non-White,1,0,0,F,0,0,1.0,3.0,Male
3152,8,White,1,0,0,F,0,7,21.0,9.0,Female
3153,3,White,1,0,0,F,0,0,0.0,1.0,Male
3154,7,Non-White,1,0,0,F,0,3,1.0,1.0,Male
3155,2,Non-White,1,0,1,F,0,4,30.0,0.0,Male
3156,1,White,1,0,0,F,0,4,11.0,6.0,Male
3157,4,White,0,0,0,F,0,0,1.0,19.0,Male
3158,9,Non-White,0,0,0,F,0,1,0.0,0.0,Male
3159,2,White,1,0,0,F,0,0,1.0,2.0,Male
3160,6,Non-White,0,0,0,F,0,1,1.0,6.0,Male
3161,1,Non-White,1,0,0,F,0,0,0.0,0.0,Male
3162,7,White,0,0,0,M,1,7,1.0,28.0,Male
3163,3,White,1,0,0,M,0,0,0.0,18.0,Male
3164,6,Non-White,0,0,2,F,1,13,0.0,14.0,Male
3165,5,White,1,0,0,F,0,2,1.0,8.0,Male
3166,2,White,0,0,0,F,0,0,1.0,4.0,Male
3168,10,Non-White,0,2,0,F,0,4,1.0,86.0,Male
3169,1,White,1,0,0,M,0,0,1.0,1.0,Male
3170,8,Non-White,0,0,0,M,0,0,1.0,7.0,Female
3174,5,Non-White,0,0,0,F,0,0,1.0,6.0,Male
3175,1,White,1,0,0,M,0,1,1.0,5.0,Male
3176,5,Non-White,1,0,0,F,0,4,1.0,1.0,Male
3178,8,White,0,0,0,F,2,5,2.0,5.0,Male
3181,7,White,0,0,0,F,2,0,1.0,3.0,Male
3182,5,Non-White,0,0,0,F,0,2,1.0,27.0,Male
3183,4,Non-White,1,0,0,F,0,1,1.0,1.0,Male
3188,1,Non-White,1,0,0,F,0,2,1.0,1.0,Male
3190,3,Non-White,0,0,0,F,1,0,0.0,0.0,Male
3191,4,Non-White,1,0,0,F,0,4,0.0,93.0,Male
3192,1,White,1,0,0,M,0,0,3.0,0.0,Male
3197,2,Non-White,0,0,0,M,0,0,1.0,1.0,Female
3198,6,Non-White,0,0,0,F,0,0,1.0,5.0,Male
3200,1,Non-White,1,0,0,F,0,1,0.0,1.0,Male
3203,8,White,0,0,0,F,0,0,1.0,37.0,Female
3205,1,White,1,0,0,M,0,2,1.0,1.0,Male
3206,6,Non-White,1,0,0,F,0,9,5.0,3.0,Male
3207,1,Non-White,1,0,0,M,0,0,1.0,1.0,Male
3208,2,Non-White,0,0,0,M,0,0,0.0,0.0,Female
3209,6,Non-White,0,0,0,F,0,3,1.0,128.0,Male
3212,7,Non-White,0,0,0,F,0,0,1.0,2.0,Male
3214,3,Non-White,0,0,0,M,0,3,1.0,1.0,Female
3215,1,White,1,0,0,M,0,0,1.0,1.0,Male
3217,2,White,0,0,0,F,0,0,1.0,1.0,Male
3218,4,Non-White,0,0,0,M,0,0,1.0,1.0,Male
3223,9,White,1,0,0,F,0,9,1.0,55.0,Male
3225,9,Non-White,0,0,0,F,0,0,1.0,1.0,Male
3226,8,Non-White,0,0,0,F,0,4,1.0,80.0,Male
3227,6,White,1,0,0,F,0,1,1.0,69.0,Male
3229,5,White,0,0,0,F,0,2,1.0,1.0,Male
3230,4,Non-White,1,0,0,F,0,4,1.0,1.0,Female
3232,1,Non-White,1,0,0,F,0,0,1.0,1.0,Female
3236,10,Non-White,0,0,0,F,0,12,1.0,6.0,Male
3237,1,White,1,0,0,M,0,0,0.0,0.0,Male
3240,7,Non-White,0,0,0,F,0,5,1.0,1.0,Female
3242,7,Non-White,0,1,0,F,0,2,1.0,18.0,Male
3246,3,White,0,0,0,M,0,0,1.0,0.0,Male
3247,6,White,1,0,0,F,0,1,1.0,3.0,Male
3248,1,White,1,0,0,F,0,11,13.0,13.0,Male
3250,1,White,1,0,0,F,0,2,1.0,2.0,Male
3255,2,Non-White,1,0,0,M,0,4,26.0,8.0,Male
3259,10,Non-White,1,0,0,F,0,15,1.0,1.0,Female
3260,6,Non-White,1,0,0,F,0,21,0.0,85.0,Male
3261,1,White,1,0,0,F,0,1,1.0,1.0,Female
3265,1,White,1,0,0,F,0,0,0.0,0.0,Female
3267,2,Non-White,0,0,0,M,0,0,0.0,1.0,Male
3268,7,White,0,0,2,M,0,5,3.0,0.0,Male
3270,10,Non-White,0,0,1,F,0,1,0.0,59.0,Male
3272,10,Non-White,1,0,0,F,1,26,1.0,2.0,Male
3273,9,Non-White,0,0,0,F,0,1,1.0,49.0,Male
3274,6,Non-White,0,0,0,F,0,0,2.0,1.0,Male
3278,10,Non-White,0,0,0,F,0,4,0.0,0.0,Male
3280,5,Non-White,0,0,0,F,0,3,1.0,1.0,Female
3281,4,White,0,0,0,F,0,3,1.0,12.0,Male
3283,1,White,1,0,0,M,0,0,1.0,1.0,Male
3284,9,White,1,0,0,F,0,11,1.0,1.0,Male
3285,5,Non-White,1,0,0,F,0,5,0.0,2.0,Male
3286,1,Non-White,1,0,0,M,0,4,1.0,2.0,Male
3288,4,Non-White,1,0,0,F,0,18,1.0,9.0,Male
3289,6,Non-White,1,0,0,F,0,15,0.0,55.0,Male
3290,4,Non-White,0,0,0,F,0,0,0.0,0.0,Male
3291,2,Non-White,1,0,0,M,0,8,0.0,1.0,Male
3292,4,Non-White,1,0,0,F,0,3,21.0,0.0,Male
3293,3,White,0,0,0,F,0,0,4.0,1.0,Female
3294,5,Non-White,0,0,0,M,0,0,0.0,11.0,Female
3295,1,Non-White,1,0,0,M,0,0,0.0,0.0,Male
3298,5,White,1,0,0,M,0,6,1.0,1.0,Male
3299,2,Non-White,0,0,0,F,0,3,1.0,1.0,Male
3301,2,Non-White,0,0,0,M,0,0,1.0,1.0,Female
3302,5,White,0,0,0,F,0,2,25.0,12.0,Female
3304,2,Non-White,1,0,0,F,0,3,1.0,1.0,Male
3306,3,White,1,0,0,M,0,1,0.0,1.0,Male
3309,5,White,0,0,0,F,0,5,1.0,1.0,Male
3310,3,Non-White,1,0,1,M,0,1,0.0,1.0,Male
3312,1,White,1,0,0,M,0,1,1.0,1.0,Male
3314,4,White,0,0,0,F,0,2,1.0,1.0,Male
3315,1,White,1,0,0,M,0,0,1.0,2.0,Male
3316,8,White,0,0,0,M,0,4,8.0,55.0,Female
3318,6,White,1,0,0,F,0,9,1.0,1.0,Male
3319,2,White,1,0,0,F,0,0,1.0,1.0,Female
3320,4,White,0,0,0,F,0,0,1.0,3.0,Male
3322,4,Non-White,0,0,0,F,0,0,1.0,1.0,Male
